"voice","displayText","expectedText","issues","error","durationSeconds","rms","peak","activeRatio","firstActiveSeconds","lastActiveSeconds","trailingSilenceSeconds","lessons","relativePath"
"marin","officer","officer","","","1.32","0.0584211","0.52745718","0.306345","0.0794","0.6448","0.6753","5","marin/officer-5e878eb48fa92b37.mp3"
"cedar","officer","officer","","","1.056","0.05234322","0.5621624","0.303089","0.0729","0.5441","0.5119","5","cedar/officer-5e878eb48fa92b37.mp3"
"marin","often","often","","","1.056","0.05130004","0.44830158","0.289575","0.1668","0.5936","0.4624","118","marin/often-8bf3beda50f522dd.mp3"
"cedar","often","often","","","1.056","0.04916822","0.53539437","0.260377","0.2783","0.7218","0.3342","118","cedar/often-8bf3beda50f522dd.mp3"
"marin","oil","oil","","","0.96","0.06743675","0.36523247","0.365582","0.2111","0.624","0.336","44","marin/oil-5c6c2446fe434e2f.mp3"
"cedar","oil","oil","","","1.056","0.06147523","0.46708858","0.322739","0.1543","0.5717","0.4843","44","cedar/oil-5c6c2446fe434e2f.mp3"
"marin","OK","OK","","","0.912","0.05180972","0.43465629","0.304116","0.2414","0.6327","0.2793","124","marin/ok-dc51b8c96c2d745d.mp3"
"cedar","OK","OK","","","0.96","0.06541493","0.59577513","0.286632","0.1537","0.5857","0.3743","124","cedar/ok-dc51b8c96c2d745d.mp3"
"marin","old","old","","","1.104","0.07092851","0.42655453","0.383586","0.1559","0.6472","0.4568","17","marin/old-01d09d19c2139a46.mp3"
"cedar","old","old","","","1.368","0.06557557","0.51859391","0.251767","0.1477","0.6252","0.7428","17","cedar/old-01d09d19c2139a46.mp3"
"marin","omit","omit","","","1.008","0.07053636","0.53979427","0.363798","0.1288","0.673","0.335","115","marin/omit-bd4eb6279df8ed37.mp3"
"cedar","omit","omit","","","1.056","0.04793141","0.37744766","0.315795","0.1789","0.673","0.383","115","cedar/omit-bd4eb6279df8ed37.mp3"
"marin","on a business trip","on a business trip","","","2.856","0.06153896","0.39328754","0.368646","0.0496","1.6461","1.2099","","marin/on-a-business-trip-226310fd8b688a9a.mp3"
"cedar","on a business trip","on a business trip","","","1.92","0.06061151","0.4741933","0.472472","0.0805","1.4003","0.5197","","cedar/on-a-business-trip-226310fd8b688a9a.mp3"
"marin","on a diet","on a diet","","","1.464","0.06674239","0.43490341","0.489754","0.0915","1.0303","0.4337","","marin/on-a-diet-bd976a99ff81c28b.mp3"
"cedar","on a diet","on a diet","","","1.512","0.06288187","0.49542913","0.478175","0.0539","1.0222","0.4898","","cedar/on-a-diet-bd976a99ff81c28b.mp3"
"marin","on","on","","","1.248","0.06923455","0.46338469","0.320997","0.0486","0.4895","0.7585","130|131","marin/on-b6ac5bc39377e44e.mp3"
"cedar","on","on","","","0.96","0.03495187","0.33833602","0.279991","0.1754","0.5824","0.3776","130|131","cedar/on-b6ac5bc39377e44e.mp3"
"marin","on foot","on foot","","","1.56","0.04984964","0.35522231","0.341747","0.0606","1.073","0.487","","marin/on-foot-e54360102724074c.mp3"
"cedar","on foot","on foot","","","1.464","0.06844682","0.47475654","0.368468","0.0585","1.1722","0.2918","","cedar/on-foot-e54360102724074c.mp3"
"marin","on one's own","on one's own","","","2.16","0.08024004","0.47323862","0.590548","0.077","1.8646","0.2954","","marin/on-ones-own-6476ee0efd076f03.mp3"
"cedar","on one's own","on one's own","","","2.52","0.05824307","0.54181272","0.406068","0.0574","1.7525","0.7675","","cedar/on-ones-own-6476ee0efd076f03.mp3"
"marin","on sale","on sale","","","1.32","0.07286963","0.36540502","0.569792","0.0548","1.1125","0.2075","","marin/on-sale-623c2b6cabe3e1c0.mp3"
"cedar","on sale","on sale","","","1.32","0.0647485","0.44066894","0.55797","0.0951","1.1645","0.1555","","cedar/on-sale-623c2b6cabe3e1c0.mp3"
"marin","on... team","on a team.","","","1.464","0.0585566","0.48131773","0.427169","0.1577","0.936","0.528","","marin/on-team-9533dce18c6f9365.mp3"
"cedar","on... team","on a team.","","","1.512","0.05963908","0.41752473","0.509204","0.2573","1.2079","0.3041","","cedar/on-team-9533dce18c6f9365.mp3"
"marin","on the hour","on the hour","","","2.016","0.05791468","0.31902525","0.430039","0.4272","1.7139","0.3021","","marin/on-the-hour-e80a4a1d159cb274.mp3"
"cedar","on the hour","on the hour","","","1.656","0.05894157","0.42285269","0.460422","0.0575","0.9873","0.6687","","cedar/on-the-hour-e80a4a1d159cb274.mp3"
"marin","on the other hand","on the other hand","","","2.16","0.0653271","0.31301296","0.536998","0.3887","1.7375","0.4225","","marin/on-the-other-hand-30d4f3f2a8fa1477.mp3"
"cedar","on the other hand","on the other hand","","","1.704","0.05665582","0.45431504","0.477675","0.0543","1.0712","0.6328","","cedar/on-the-other-hand-30d4f3f2a8fa1477.mp3"
"marin","on the way to...","on the way to","","","1.608","0.06785679","0.34677342","0.567397","0.0609","1.2004","0.4076","","marin/on-the-way-to-6a367082ad6da255.mp3"
"cedar","on the way to...","on the way to","","","2.16","0.05515585","0.38778064","0.449865","0.3724","1.9449","0.2151","","cedar/on-the-way-to-6a367082ad6da255.mp3"
"marin","on time","on time","","","1.8","0.05476586","0.30877978","0.433032","0.2731","1.1916","0.6084","","marin/on-time-bc2ea4c97b1adce2.mp3"
"cedar","on time","on time","","","1.416","0.05706752","0.44185308","0.492129","0.0576","0.9927","0.4233","","cedar/on-time-bc2ea4c97b1adce2.mp3"
"marin","on vacation","on vacation","","","1.512","0.06150537","0.31734383","0.537822","0.0493","1.2208","0.2912","","marin/on-vacation-a4d88e1affa7e8a1.mp3"
"cedar","on vacation","on vacation","","","1.608","0.05797187","0.4849903","0.428651","0.1076","1.0674","0.5406","","cedar/on-vacation-a4d88e1affa7e8a1.mp3"
"marin","on weekdays","on weekdays","","","1.608","0.06573295","0.31416005","0.541395","0.0485","1.2838","0.3242","","marin/on-weekdays-d970d2729f2c33c6.mp3"
"cedar","on weekdays","on weekdays","","","2.064","0.06406764","0.55368811","0.404716","0.0592","1.5095","0.5545","","cedar/on-weekdays-d970d2729f2c33c6.mp3"
"marin","on weekends","on weekends","","","1.968","0.05932632","0.38817453","0.44075","0.0546","1.1306","0.8374","","marin/on-weekends-0144818f7e432720.mp3"
"cedar","on weekends","on weekends","","","1.8","0.04715114","0.40491933","0.393542","0.1724","1.2357","0.5643","","cedar/on-weekends-0144818f7e432720.mp3"
"marin","once","once","","","1.368","0.03976166","0.40176123","0.27493","0.1692","0.6414","0.7266","118","marin/once-ad06e72726f6d8ff.mp3"
"cedar","once","once","","","1.056","0.058242","0.54042232","0.290917","0.2188","0.611","0.445","118","cedar/once-ad06e72726f6d8ff.mp3"
"marin","Once in a blue moon.","Once in a blue moon.","","","2.616","0.08672447","0.45212299","0.548332","0.0693","1.83","0.786","","marin/once-in-a-blue-moon-2fac0a0428982729.mp3"
"cedar","Once in a blue moon.","Once in a blue moon.","","","2.064","0.0717371","0.53241432","0.499445","0.0724","1.5712","0.4928","","cedar/once-in-a-blue-moon-2fac0a0428982729.mp3"
"marin","once / twice a year","once a year. Or, twice a year.","","","2.712","0.07007377","0.50680631","0.533747","0.0683","2.6199","0.0921","","marin/once-twice-a-year-f88736dd2dd5c5bd.mp3"
"cedar","once / twice a year","once a year. Or, twice a year.","","","3.72","0.07286927","0.58202893","0.418397","0.082","3.1081","0.6119","","cedar/once-twice-a-year-f88736dd2dd5c5bd.mp3"
"marin","one","one","","","1.656","0.03485265","0.30276832","0.228538","0.2861","0.7234","0.9326","29","marin/one-2c8b08da5ce60398.mp3"
"cedar","one","one","","","1.464","0.04408348","0.52020013","0.236552","0.1569","0.5851","0.8789","29","cedar/one-2c8b08da5ce60398.mp3"
"marin","oneself","oneself","","","1.704","0.05483552","0.49430552","0.364522","0.0579","0.923","0.781","126","marin/oneself-6de7317e0b0b647f.mp3"
"cedar","oneself","oneself","","","1.368","0.06958384","0.48578295","0.464516","0.0833","0.92","0.448","126","cedar/oneself-6de7317e0b0b647f.mp3"
"marin","onion","onion","","","0.912","0.07640619","0.51335472","0.426878","0.1512","0.6016","0.3104","39","marin/onion-a7ecb1e63098b438.mp3"
"cedar","onion","onion","","","1.248","0.0465382","0.50918061","0.260166","0.0576","0.4846","0.7634","39","cedar/onion-a7ecb1e63098b438.mp3"
"marin","only","only","","","1.968","0.05494444","0.38421527","0.256532","0.3519","0.8872","1.0808","25","marin/only-321b4285d2fec34a.mp3"
"cedar","only","only","","","1.056","0.0555857","0.37598577","0.374744","0.1866","0.6609","0.3951","25","cedar/only-321b4285d2fec34a.mp3"
"marin","open","open","","","1.368","0.05861907","0.46774846","0.285468","0.1775","0.6603","0.7077","114","marin/open-30da2826a39aee42.mp3"
"cedar","open","open","","","1.32","0.04823407","0.43940419","0.255256","0.2646","0.7576","0.5624","114","cedar/open-30da2826a39aee42.mp3"
"marin","open up","open up","","","1.608","0.06091716","0.47966883","0.293364","0.5757","1.3249","0.2831","","marin/open-up-4c91f8ea697771ca.mp3"
"cedar","open up","open up","","","2.016","0.05093666","0.46540478","0.176195","0.5885","1.1865","0.8295","","cedar/open-up-4c91f8ea697771ca.mp3"
"marin","operation","operation","","","1.008","0.05917186","0.39873838","0.505746","0.0544","0.7305","0.2775","6","marin/operation-9cc82df73ee18c7a.mp3"
"cedar","operation","operation","","","1.752","0.05952073","0.49682251","0.364643","0.0556","0.8775","0.8745","6","cedar/operation-9cc82df73ee18c7a.mp3"
"marin","opinion","opinion","","","0.864","0.05569736","0.41461566","0.473838","0.0605","0.5787","0.2853","60","marin/opinion-181cff9898f8f04f.mp3"
"cedar","opinion","opinion","","","1.368","0.0469971","0.47587031","0.325749","0.1275","0.7605","0.6075","60","cedar/opinion-181cff9898f8f04f.mp3"
"marin","or","or","","","0.96","0.0770392","0.49067304","0.233941","0.0545","0.3508","0.6092","133","marin/or-a1c74ae37f82d3ee.mp3"
"cedar","or","or","","","1.056","0.07245321","0.48927149","0.253255","0.0535","0.4053","0.6507","133","cedar/or-a1c74ae37f82d3ee.mp3"
"marin","orange","orange","","","1.32","0.06967574","0.6030066","0.317408","0.1297","0.6205","0.6995","38|51","marin/orange-be6fe11876282442.mp3"
"cedar","orange","orange","","","1.248","0.05007663","0.38747022","0.308944","0.1768","0.7129","0.5351","38|51","cedar/orange-be6fe11876282442.mp3"
"marin","order","order","","","1.056","0.05452973","0.33670866","0.333688","0.1856","0.5955","0.4605","42|75","marin/order-5ae404a21059a2ef.mp3"
"cedar","order","order","","","0.864","0.09654804","0.71670675","0.319493","0.0574","0.438","0.426","42|75","cedar/order-5ae404a21059a2ef.mp3"
"marin","ordinary","ordinary","","","0.912","0.09586501","0.58865577","0.475032","0.0578","0.5919","0.3201","116","marin/ordinary-5851c12c0f866692.mp3"
"cedar","ordinary","ordinary","","","1.752","0.05533269","0.44098958","0.279716","0.2201","0.8441","0.9079","116","cedar/ordinary-5851c12c0f866692.mp3"
"marin","other","other","","","1.152","0.06448407","0.46842262","0.342267","0.0575","0.5195","0.6325","128","marin/other-7e4fa2eb8c7ac089.mp3"
"cedar","other","other","","","0.912","0.04804979","0.51616228","0.330295","0.1826","0.5784","0.3336","128","cedar/other-7e4fa2eb8c7ac089.mp3"
"marin","our","our","","","1.464","0.04076409","0.35912201","0.189008","0.4159","0.7812","0.6828","125","marin/our-c15fb898b741101e.mp3"
"cedar","our","our","","","1.056","0.05215428","0.5765233","0.334418","0.1703","0.619","0.437","125","cedar/our-c15fb898b741101e.mp3"
"marin","ours","ours","","","0.96","0.05959712","0.46363044","0.470139","0.0578","0.6063","0.3537","126","marin/ours-13102ad5e68a577a.mp3"
"cedar","ours","ours","","","0.96","0.07435029","0.81048942","0.377105","0.0686","0.5681","0.3919","126","cedar/ours-13102ad5e68a577a.mp3"
"marin","ourselves","ourselves","","","1.512","0.06092633","0.40398404","0.498071","0.0663","1.0275","0.4845","126","marin/ourselves-fb09940bb4e45838.mp3"
"cedar","ourselves","ourselves","","","2.52","0.03889824","0.48419666","0.266262","0.4584","1.3684","1.1516","126","cedar/ourselves-fb09940bb4e45838.mp3"
"marin","out","out","","","0.72","0.05468386","0.36529392","0.275318","0.0645","0.4286","0.2914","132","marin/out-54034ac5c6e9ea95.mp3"
"cedar","out","out","","","1.056","0.04101628","0.45754248","0.173217","0.381","0.7129","0.3431","132","cedar/out-54034ac5c6e9ea95.mp3"
"marin","outside","outside","","","1.608","0.04584941","0.47687784","0.272686","0.0529","0.735","0.873","67","marin/outside-92a214fa61579091.mp3"
"cedar","outside","outside","","","1.152","0.052527","0.45406172","0.400264","0.346","0.9755","0.1765","67","cedar/outside-92a214fa61579091.mp3"
"marin","oven","oven","","","1.656","0.04350072","0.43149087","0.212799","0.1596","0.5915","1.0645","70","marin/oven-1c181ea30dd6ed7b.mp3"
"cedar","oven","oven","","","0.768","0.08896478","0.64358962","0.467584","0.1472","0.5751","0.1929","70","cedar/oven-1c181ea30dd6ed7b.mp3"
"marin","over","over","","","0.816","0.07515787","0.39665428","0.491294","0.1082","0.5759","0.2401","130","marin/over-0f33216cfb115088.mp3"
"cedar","over","over","","","1.56","0.05054574","0.50614721","0.201749","0.1733","0.589","0.971","130","cedar/over-0f33216cfb115088.mp3"
"marin","over here","over here","","","2.016","0.05920316","0.40222034","0.338583","0.2544","1.1095","0.9065","","marin/over-here-4673c5b0308855d1.mp3"
"cedar","over here","over here","","","1.56","0.08730236","0.57887274","0.364049","0.054","0.7355","0.8245","","cedar/over-here-4673c5b0308855d1.mp3"
"marin","over there","over there","","","1.056","0.08651983","0.42169857","0.593296","0.0474","0.7775","0.2785","","marin/over-there-d1f51d20b2b0427d.mp3"
"cedar","over there","over there","","","1.656","0.05787635","0.4049491","0.346518","0.284","1.016","0.64","","cedar/over-there-d1f51d20b2b0427d.mp3"
"marin","over-weight","over-weight","","","1.248","0.07942749","0.42844799","0.493289","0.0521","0.9875","0.2605","11","marin/over-weight-466cb0d1702d5d63.mp3"
"cedar","over-weight","over-weight","","","1.848","0.06656801","0.55604613","0.358608","0.1735","1.0347","0.8133","11","cedar/over-weight-466cb0d1702d5d63.mp3"
"marin","overpass","overpass","","","1.32","0.07051441","0.43605942","0.485006","0.057","0.9175","0.4025","93","marin/overpass-83244ab3362dea64.mp3"
"cedar","overpass","overpass","","","1.32","0.06431206","0.55616164","0.368182","0.0969","0.8464","0.4736","93","cedar/overpass-83244ab3362dea64.mp3"
"marin","own","own","","","1.32","0.05300854","0.498373","0.290309","0.1615","0.611","0.709","8","marin/own-7e6518373b1a8cf5.mp3"
"cedar","own","own","","","1.416","0.03381559","0.43017346","0.176671","0.1775","0.5552","0.8608","8","cedar/own-7e6518373b1a8cf5.mp3"
"marin","owner","owner","","","0.816","0.0860064","0.59171182","0.465737","0.0995","0.5623","0.2537","8","marin/owner-f371121a2eaf1530.mp3"
"cedar","owner","owner","","","0.864","0.06493848","0.4653897","0.387008","0.056","0.4723","0.3917","8","cedar/owner-f371121a2eaf1530.mp3"
"marin","ox","ox","","","0.912","0.05909655","0.44837072","0.343567","0.0597","0.5462","0.3658","110","marin/ox-c6a6de7241939b8c.mp3"
"cedar","ox","ox","","","1.104","0.02958113","0.39297909","0.226223","0.2226","0.7358","0.3682","110","cedar/ox-c6a6de7241939b8c.mp3"
"marin","p.m.","p.m.","","","1.56","0.05822781","0.46296784","0.392067","0.0993","1.2235","0.3365","31","marin/p-m-a208afb25e54e873.mp3"
"cedar","p.m.","p.m.","","","1.2","0.05697222","0.47730759","0.418177","0.191","0.7956","0.4044","31","cedar/p-m-a208afb25e54e873.mp3"
"marin","pack","pack","","","0.816","0.05227833","0.73942095","0.244256","0.0994","0.4982","0.3178","54|100","marin/pack-306d7f81d41d6083.mp3"
"cedar","pack","pack","","","0.96","0.04077789","0.71531087","0.191536","0.1263","0.4837","0.4763","54|100","cedar/pack-306d7f81d41d6083.mp3"
"marin","pack up","pack up","","","1.248","0.03949148","0.3987107","0.255809","0.0949","0.9629","0.2851","","marin/pack-up-6114231b7b6e9c99.mp3"
"cedar","pack up","pack up","","","1.56","0.03028469","0.72813362","0.184562","0.1799","0.9861","0.5739","","cedar/pack-up-6114231b7b6e9c99.mp3"
"marin","package","package","","","1.416","0.03217755","0.45396414","0.237156","0.3701","0.9858","0.4302","100","marin/package-4e9416efcf77b840.mp3"
"cedar","package","package","","","1.416","0.02167905","0.42383686","0.166652","0.6902","1.2036","0.2124","100","cedar/package-4e9416efcf77b840.mp3"
"marin","page","page","","","1.32","0.04102076","0.28174338","0.283318","0.5841","1.1047","0.2153","80","marin/page-362a07bbb5c74b98.mp3"
"cedar","page","page","","","1.368","0.04599605","0.37597573","0.257325","0.3349","0.823","0.545","80","cedar/page-362a07bbb5c74b98.mp3"
"marin","pain","pain","","","0.96","0.05433474","0.30771589","0.369444","0.0943","0.5095","0.4505","24","marin/pain-33c517159baadcba.mp3"
"cedar","pain","pain","","","1.152","0.04028634","0.54599184","0.272316","0.4772","0.8825","0.2695","24","cedar/pain-33c517159baadcba.mp3"
"marin","painful","painful","","","1.248","0.04556688","0.25659209","0.315138","0.428","0.9936","0.2544","24","marin/painful-1a96841df3855654.mp3"
"cedar","painful","painful","","","0.96","0.05857458","0.56269866","0.406337","0.084","0.6285","0.3315","24","cedar/painful-1a96841df3855654.mp3"
"marin","paint","paint","","","1.248","0.03665287","0.25823024","0.184796","0.4205","0.823","0.425","4|73","marin/paint-1f403509f4ced4b6.mp3"
"cedar","paint","paint","","","1.56","0.01318342","0.2325363","0.10406","0.3116","0.7062","0.8538","4|73","cedar/paint-1f403509f4ced4b6.mp3"
"marin","painter","painter","","","1.152","0.05239926","0.27688462","0.322139","0.1041","0.5623","0.5897","4","marin/painter-8d18e60037906abe.mp3"
"cedar","painter","painter","","","1.704","0.03632062","0.57365054","0.161471","0.0767","0.483","1.221","4","cedar/painter-8d18e60037906abe.mp3"
"marin","pair","pair","","","1.32","0.05135586","0.494692","0.224937","0.103","0.4531","0.8669","100","marin/pair-677370b173692bf8.mp3"
"cedar","pair","pair","","","2.16","0.03594609","0.41614389","0.177238","0.5329","0.9967","1.1633","100","cedar/pair-677370b173692bf8.mp3"
"marin","pajamas","pajamas","","","1.2","0.06460514","0.38345727","0.53283","0.0891","0.8587","0.3413","48","marin/pajamas-459e35929dfeaa3b.mp3"
"cedar","pajamas","pajamas","","","1.416","0.04489157","0.49982321","0.396025","0.1849","0.9477","0.4683","48","cedar/pajamas-459e35929dfeaa3b.mp3"
"marin","pale","pale","","","1.704","0.0492127","0.30777612","0.223726","0.9206","1.3862","0.3177","23","marin/pale-7d97e5aad341143b.mp3"
"cedar","pale","pale","","","1.008","0.04890284","0.42249528","0.324363","0.193","0.6532","0.3548","23","cedar/pale-7d97e5aad341143b.mp3"
"marin","pan","pan","","","0.912","0.07473345","0.36394933","0.587537","0.0724","0.6956","0.2164","70","marin/pan-a9d483efa16a3f09.mp3"
"cedar","pan","pan","","","1.752","0.03014161","0.35955575","0.199891","0.8293","1.3287","0.4233","70","cedar/pan-a9d483efa16a3f09.mp3"
"marin","panda","panda","","","1.152","0.04920609","0.25817257","0.34366","0.3294","0.8356","0.3164","111","marin/panda-6cf199ba39b955b4.mp3"
"cedar","panda","panda","","","1.152","0.04636933","0.49493676","0.30561","0.0907","0.5816","0.5704","111","cedar/panda-6cf199ba39b955b4.mp3"
"marin","pants","pants","","","1.152","0.02493676","0.17402431","0.258699","0.2762","0.7937","0.3582","47","marin/pants-d90f29b2ebb6849b.mp3"
"cedar","pants","pants","","","1.32","0.03679422","0.40599179","0.287879","0.168","0.7629","0.5571","47","cedar/pants-d90f29b2ebb6849b.mp3"
"marin","papaya","papaya","","","2.208","0.03684721","0.53281492","0.176706","0.1024","0.6434","1.5646","38","marin/papaya-7b830f8ec5460145.mp3"
"cedar","papaya","papaya","","","1.056","0.04396351","0.41921237","0.322621","0.1073","0.6411","0.4149","38","cedar/papaya-7b830f8ec5460145.mp3"
"marin","paper","paper","","","1.968","0.02924024","0.31881163","0.128377","0.2942","0.734","1.234","80|81","marin/paper-e0d48ae69883c754.mp3"
"cedar","paper","paper","","","1.152","0.03521611","0.31826621","0.28512","0.1518","0.6561","0.4959","80|81","cedar/paper-e0d48ae69883c754.mp3"
"marin","pardon","pardon","","","2.064","0.04643425","0.47168517","0.219335","0.0854","0.607","1.457","124","marin/pardon-f5ceb654c11c256b.mp3"
"cedar","pardon","pardon","","","1.656","0.0298119","0.32484311","0.172705","0.3396","0.746","0.91","124","cedar/pardon-f5ceb654c11c256b.mp3"
"marin","parent","parent","","","1.152","0.02876591","0.24482872","0.232151","0.2149","0.6436","0.5084","27","marin/parent-b4fa1e6855993e3f.mp3"
"cedar","parent","parent","","","1.752","0.03142002","0.37541452","0.142849","0.434","0.837","0.915","27","cedar/parent-b4fa1e6855993e3f.mp3"
"marin","parents","parents","","","1.152","0.04212759","0.24990119","0.373987","0.1479","0.7507","0.4013","","marin/parents-619dc0333e99bf5f.mp3"
"cedar","parents","parents","","","1.104","0.04101854","0.43585047","0.327974","0.1542","0.7391","0.3649","","cedar/parents-619dc0333e99bf5f.mp3"
"marin","park","park","","","1.152","0.0392758","0.45973417","0.158529","0.2652","0.6969","0.4551","87|93","marin/park-f43866ee62f093e2.mp3"
"cedar","park","park","","","1.056","0.02771929","0.28001973","0.16355","0.3319","0.7135","0.3425","87|93","cedar/park-f43866ee62f093e2.mp3"
"marin","parking lot","parking lot","","","1.32","0.05357232","0.67209995","0.333854","0.0789","0.8229","0.4971","93","marin/parking-lot-e7fc6aa9bef1f67e.mp3"
"cedar","parking lot","parking lot","","","1.416","0.04922152","0.63889861","0.362774","0.0566","0.8698","0.5462","93","cedar/parking-lot-e7fc6aa9bef1f67e.mp3"
"marin","parrot","parrot","","","2.16","0.02989046","0.23273991","0.138985","1.3228","1.823","0.337","111","marin/parrot-b1d3443fb7605bfa.mp3"
"cedar","parrot","parrot","","","1.968","0.03467713","0.41795889","0.124587","0.7403","1.1562","0.8118","111","cedar/parrot-b1d3443fb7605bfa.mp3"
"marin","part","part","","","0.864","0.05383194","0.59218931","0.23968","0.1015","0.523","0.341","47","marin/part-ce9cb3e5cfe98d66.mp3"
"cedar","part","part","","","1.104","0.04499516","0.5052045","0.207314","0.0949","0.5238","0.5802","47","cedar/part-ce9cb3e5cfe98d66.mp3"
"marin","partner","partner","","","1.152","0.04984955","0.42864382","0.295971","0.4453","0.9132","0.2388","27","marin/partner-405fee41207f6e11.mp3"
"cedar","partner","partner","","","1.752","0.03093899","0.52023339","0.17442","0.4042","0.8582","0.8938","27","cedar/partner-405fee41207f6e11.mp3"
"marin","party","party","","","1.92","0.04808978","0.48262843","0.196973","0.413","0.8879","1.0321","103","marin/party-587929b404f758d8.mp3"
"cedar","party","party","","","1.152","0.03384737","0.36673567","0.1858","0.3267","0.6738","0.4782","103","cedar/party-587929b404f758d8.mp3"
"marin","pass","pass","","","1.2","0.04321024","0.48092395","0.35191","0.163","0.7545","0.4455","79","marin/pass-9f56e761d79bfdb3.mp3"
"cedar","pass","pass","","","1.32","0.03198365","0.67744529","0.244176","0.1816","0.6444","0.6756","79","cedar/pass-9f56e761d79bfdb3.mp3"
"marin","pass away","pass away","","","1.416","0.05459326","0.42840579","0.481123","0.3515","1.2388","0.1772","","marin/pass-away-3905e49dc4d4d6f5.mp3"
"cedar","pass away","pass away","","","1.848","0.04759809","0.47577155","0.35163","0.2829","1.4413","0.4067","","cedar/pass-away-3905e49dc4d4d6f5.mp3"
"marin","pass by","pass by","","","2.064","0.0569674","0.60291797","0.321827","0.0917","1.0063","1.0577","","marin/pass-by-69a7235da5ad163a.mp3"
"cedar","pass by","pass by","","","1.8","0.05129219","0.65915263","0.348634","0.1805","1.2889","0.5111","","cedar/pass-by-69a7235da5ad163a.mp3"
"marin","pass up","pass up","","","1.464","0.05566338","0.51866376","0.350083","0.0826","1.1793","0.2847","","marin/pass-up-ed191105f1d63e70.mp3"
"cedar","pass up","pass up","","","1.608","0.04150105","0.41787702","0.302226","0.5206","1.4067","0.2013","","cedar/pass-up-ed191105f1d63e70.mp3"
"marin","passenger","passenger","","","2.16","0.03623398","0.38975117","0.256086","0.3208","0.9852","1.1748","94","marin/passenger-26356fef0edfbc85.mp3"
"cedar","passenger","passenger","","","2.616","0.02562117","0.43099546","0.174638","0.3886","0.9965","1.6195","94","cedar/passenger-26356fef0edfbc85.mp3"
"marin","past","past","","","1.056","0.04154483","0.48637173","0.343138","0.1224","0.6825","0.3735","34|35","marin/past-5ac5e87d18d11cb2.mp3"
"cedar","past","past","","","2.208","0.02753642","0.68949383","0.11364","0.095","0.5331","1.6749","34|35","cedar/past-5ac5e87d18d11cb2.mp3"
"marin","paste","paste","","","2.712","0.01949784","0.2156307","0.128826","0.2555","0.8859","1.8261","80","marin/paste-feef167525be1976.mp3"
"cedar","paste","paste","","","1.056","0.03159767","0.35875753","0.24203","0.1667","0.6101","0.4459","80","cedar/paste-feef167525be1976.mp3"
"marin","path","path","","","1.056","0.03948244","0.54609001","0.21005","0.2017","0.6303","0.4257","93","marin/path-d8a68357f4070585.mp3"
"cedar","path","path","","","1.464","0.02307883","0.4457745","0.132386","0.4887","0.8256","0.6384","93","cedar/path-d8a68357f4070585.mp3"
"marin","patient","patient","","","1.152","0.03447284","0.28120366","0.231337","0.1465","0.6469","0.5051","12","marin/patient-62a851ee421818b4.mp3"
"cedar","patient","patient","","","0.96","0.04620509","0.35830128","0.349696","0.0918","0.6385","0.3215","12","cedar/patient-62a851ee421818b4.mp3"
"marin","pattern","pattern","","","1.008","0.04941776","0.44303384","0.463996","0.1293","0.6768","0.3312","76","marin/pattern-29cfafcd1de27164.mp3"
"cedar","pattern","pattern","","","2.16","0.03504107","0.54998958","0.23017","0.5106","1.1393","1.0208","76","cedar/pattern-29cfafcd1de27164.mp3"
"marin","pause","pause","","","1.056","0.03887679","0.27335477","0.405915","0.0935","0.7084","0.3476","56","marin/pause-b5b1f36592ddb8b7.mp3"
"cedar","pause","pause","","","1.152","0.05275857","0.62292731","0.283746","0.1822","0.6698","0.4822","56","cedar/pause-b5b1f36592ddb8b7.mp3"
"marin","pay","pay","","","1.464","0.03470915","0.28216195","0.231999","0.5505","0.987","0.477","37","marin/pay-4f675fed8fd4763a.mp3"
"cedar","pay","pay","","","1.56","0.03654273","0.48877457","0.178152","0.1012","0.4697","1.0903","37","cedar/pay-4f675fed8fd4763a.mp3"
"marin","pay for","pay for","","","1.704","0.0518015","0.32863447","0.365843","0.1567","1.0303","0.6737","","marin/pay-for-22d93bf6354e2ea0.mp3"
"cedar","pay for","pay for","","","1.248","0.04958295","0.45038703","0.366403","0.1694","0.8646","0.3834","","cedar/pay-for-22d93bf6354e2ea0.mp3"
"marin","PE","PE","","","1.2","0.07462788","0.31878084","0.428073","0.0528","0.7798","0.4202","","marin/pe-21136ad841da2856.mp3"
"cedar","PE","PE","","","1.32","0.05827647","0.38922194","0.390846","0.1075","0.7846","0.5354","","cedar/pe-21136ad841da2856.mp3"
"marin","PE/physical education","P E. Or, physical education.","","","3.6","0.0783575","0.4194898","0.520544","0.0979","3.4087","0.1913","76","marin/pe-physical-education-d8788d9617808f95.mp3"
"cedar","PE/physical education","P E. Or, physical education.","","","3.648","0.07280404","0.48191974","0.441749","0.639","3.2443","0.4037","76","cedar/pe-physical-education-d8788d9617808f95.mp3"
"marin","peace","peace","","","1.656","0.03212371","0.21031314","0.222625","0.6804","1.1982","0.4578","63","marin/peace-981e716f18f52a48.mp3"
"cedar","peace","peace","","","1.368","0.03589539","0.31849808","0.240482","0.4476","0.9094","0.4586","63","cedar/peace-981e716f18f52a48.mp3"
"marin","peaceful","peaceful","","","1.104","0.04170816","0.30596033","0.292648","0.1201","0.6393","0.4647","15","marin/peaceful-dacd7d41be879f6e.mp3"
