"voice","displayText","expectedText","issues","error","durationSeconds","rms","peak","activeRatio","firstActiveSeconds","lastActiveSeconds","trailingSilenceSeconds","lessons","relativePath"
"cedar","peaceful","peaceful","","","0.96","0.04617729","0.39229429","0.312826","0.0766","0.5669","0.3931","15","cedar/peaceful-dacd7d41be879f6e.mp3"
"marin","peach","peach","","","2.256","0.02012235","0.20751791","0.118388","0.6225","1.1388","1.1172","38","marin/peach-9bad19bf29f0b4e8.mp3"
"cedar","peach","peach","","","1.008","0.03150139","0.22784853","0.23268","0.2325","0.6917","0.3163","38","cedar/peach-9bad19bf29f0b4e8.mp3"
"marin","pear","pear","","","0.864","0.03915234","0.21594486","0.371962","0.2602","0.7056","0.1584","38","marin/pear-10fb1ecd6208098c.mp3"
"cedar","pear","pear","","","2.448","0.02830746","0.42780054","0.12083","0.1824","0.5905","1.8575","38","cedar/pear-10fb1ecd6208098c.mp3"
"marin","pen","pen","","","1.248","0.03916928","0.30363879","0.282986","0.1639","0.5915","0.6565","80","marin/pen-fb3bac563bfd5d28.mp3"
"cedar","pen","pen","","","0.912","0.04106857","0.54390496","0.315767","0.0573","0.4692","0.4428","80","cedar/pen-fb3bac563bfd5d28.mp3"
"marin","pencil","pencil","","","1.32","0.04016716","0.27427155","0.295754","0.2225","0.734","0.586","80","marin/pencil-b67a1e26b3c60d50.mp3"
"cedar","pencil","pencil","","","1.56","0.02590721","0.47396687","0.191173","0.2264","0.6565","0.9035","80","cedar/pencil-b67a1e26b3c60d50.mp3"
"marin","pencil box/pencil case","pencil box, or pencil case","","","3","0.06829992","0.49499711","0.488431","0.0949","2.4526","0.5474","80","marin/pencil-box-pencil-case-b75c89eb0192b76e.mp3"
"cedar","pencil box/pencil case","pencil box, or pencil case","","","3","0.05176429","0.38041136","0.473035","0.1555","2.6745","0.3255","80","cedar/pencil-box-pencil-case-b75c89eb0192b76e.mp3"
"marin","people","people","","","1.104","0.05077331","0.37958241","0.297177","0.2304","0.7026","0.4014","2","marin/people-c5189a6b17a91648.mp3"
"cedar","people","people","","","1.92","0.02803656","0.33913481","0.119444","0.7993","1.1378","0.7822","2","cedar/people-c5189a6b17a91648.mp3"
"marin","pepper","pepper","","","1.2","0.03277024","0.46642232","0.231198","0.1704","0.5926","0.6074","44","marin/pepper-f44eb291149cb8bd.mp3"
"cedar","pepper","pepper","","","1.32","0.02368898","0.33459237","0.158886","0.3402","0.7475","0.5725","44","cedar/pepper-f44eb291149cb8bd.mp3"
"marin","perfect","perfect","","","1.416","0.03023494","0.32971197","0.126442","0.6777","1.1647","0.2512","82","marin/perfect-77a62ad6e72fd55e.mp3"
"cedar","perfect","perfect","","","1.608","0.0509627","0.61240005","0.139692","0.4856","0.9178","0.6902","82","cedar/perfect-77a62ad6e72fd55e.mp3"
"marin","perhaps","perhaps","","","1.56","0.04585023","0.31270796","0.38113","0.1326","0.9835","0.5765","118","marin/perhaps-3291d9b3bfaadbe9.mp3"
"cedar","perhaps","perhaps","","","1.056","0.04192592","0.53584504","0.272885","0.133","0.6565","0.3995","118","cedar/perhaps-3291d9b3bfaadbe9.mp3"
"marin","period","period","","","0.912","0.06297151","0.37802589","0.424776","0.064","0.5892","0.3228","34","marin/period-a56a25fc887108bc.mp3"
"cedar","period","period","","","1.416","0.0431335","0.39961731","0.218691","0.1829","0.6327","0.7833","34","cedar/period-a56a25fc887108bc.mp3"
"marin","person","person","","","1.152","0.04220548","0.31776601","0.324291","0.3337","0.8083","0.3437","2","marin/person-51d7a35f479052ab.mp3"
"cedar","person","person","","","1.512","0.03277978","0.3498202","0.205591","0.3856","0.8453","0.6667","2","cedar/person-51d7a35f479052ab.mp3"
"marin","personal","personal","","","1.608","0.04139951","0.27513343","0.314366","0.3207","0.936","0.672","117","marin/personal-53d5fe75b5d743fd.mp3"
"cedar","personal","personal","","","1.248","0.03845931","0.30292073","0.278679","0.5825","1.0916","0.1564","117","cedar/personal-53d5fe75b5d743fd.mp3"
"marin","pet","pet","","","1.104","0.02327984","0.3678363","0.125057","0.2816","0.6629","0.4411","110","marin/pet-c860acbd28c59c25.mp3"
"cedar","pet","pet","","","0.72","0.04335769","0.75366294","0.218866","0.0854","0.403","0.317","110","cedar/pet-c860acbd28c59c25.mp3"
"marin","photo","photo","","","0.768","0.06799063","0.48525441","0.406386","0.0636","0.5287","0.2393","55","marin/photo-9fe36faa6e710cbb.mp3"
"cedar","photo","photo","","","1.056","0.05493362","0.45973694","0.294586","0.2407","0.7577","0.2983","55","cedar/photo-9fe36faa6e710cbb.mp3"
"marin","physics","physics","","","1.008","0.04348651","0.36332873","0.32426","0.1623","0.8062","0.2018","76","marin/physics-6b0b34eb4673fb58.mp3"
"cedar","physics","physics","","","1.2","0.04787125","0.44729522","0.295243","0.2789","0.923","0.277","76","cedar/physics-6b0b34eb4673fb58.mp3"
"marin","piano","piano","","","0.864","0.06498623","0.28295258","0.456163","0.0944","0.6064","0.2576","56","marin/piano-502696edb2216211.mp3"
"cedar","piano","piano","","","1.2","0.05703401","0.45227787","0.456215","0.0542","0.714","0.486","56","cedar/piano-502696edb2216211.mp3"
"marin","pick","pick","","","1.2","0.02230127","0.29012674","0.131042","0.559","0.9469","0.2531","102","marin/pick-d25bcf2a8ab064e0.mp3"
"cedar","pick","pick","","","1.416","0.01979296","0.25795925","0.112067","0.3454","0.8271","0.5889","102","cedar/pick-d25bcf2a8ab064e0.mp3"
"marin","pick up","pick up","","","1.968","0.02830462","0.44066286","0.119919","0.2831","0.8562","1.1118","","marin/pick-up-de327f977d0750b0.mp3"
"cedar","pick up","pick up","","","1.512","0.04204619","0.47842655","0.183766","0.1792","1.0546","0.4574","","cedar/pick-up-de327f977d0750b0.mp3"
"marin","picnic","picnic","","","1.416","0.03578942","0.43301311","0.156588","0.4892","0.9837","0.4323","53","marin/picnic-60293af4e1beb744.mp3"
"cedar","picnic","picnic","","","1.008","0.05086769","0.68169814","0.232412","0.1955","0.6498","0.3582","53","cedar/picnic-60293af4e1beb744.mp3"
"marin","picture","picture","","","0.96","0.03962986","0.30251572","0.321528","0.1793","0.6348","0.3252","76","marin/picture-cf2a6b9dc684296c.mp3"
"cedar","picture","picture","","","1.92","0.01888404","0.31924874","0.120757","0.4313","0.885","1.035","76","cedar/picture-cf2a6b9dc684296c.mp3"
"marin","pie","pie","","","0.864","0.04546264","0.34006184","0.448158","0.1027","0.578","0.286","43","marin/pie-30188fcd6f354013.mp3"
"cedar","pie","pie","","","1.416","0.04007308","0.40394342","0.260314","0.5225","0.9746","0.4414","43","cedar/pie-30188fcd6f354013.mp3"
"marin","piece","piece","","","1.656","0.03732346","0.37398201","0.206975","0.4826","0.9388","0.7172","100","marin/piece-d0313cb044f7b69d.mp3"
"cedar","piece","piece","","","1.848","0.02120534","0.24963045","0.151087","0.3455","0.7731","1.0749","100","cedar/piece-d0313cb044f7b69d.mp3"
"marin","pig","pig","","","1.608","0.03217281","0.27330825","0.205898","0.1742","0.6916","0.9164","110","marin/pig-a08e8d78171be217.mp3"
"cedar","pig","pig","","","0.96","0.03905682","0.32078657","0.251389","0.2778","0.6549","0.3051","110","cedar/pig-a08e8d78171be217.mp3"
"marin","pigeon","pigeon","","","1.2","0.04291627","0.30080834","0.30349","0.2193","0.6771","0.5229","111","marin/pigeon-307ca971f0784a47.mp3"
"cedar","pigeon","pigeon","","","1.2","0.03044347","0.36289421","0.24809","0.3293","0.7581","0.4419","111","cedar/pigeon-307ca971f0784a47.mp3"
"marin","pile","pile","","","1.248","0.04316985","0.365329","0.286392","0.162","0.6393","0.6087","100","marin/pile-f25691fb8e79ec6a.mp3"
"cedar","pile","pile","","","1.104","0.03784168","0.44461834","0.296403","0.1186","0.6082","0.4958","100","cedar/pile-f25691fb8e79ec6a.mp3"
"marin","pillow","pillow","","","1.92","0.02709303","0.22370818","0.179959","0.1604","0.6314","1.2886","69","marin/pillow-196c00e6ee58e203.mp3"
"cedar","pillow","pillow","","","1.416","0.03366553","0.38069162","0.258931","0.4326","0.913","0.503","69","cedar/pillow-196c00e6ee58e203.mp3"
"marin","pin","pin","","","1.248","0.03067294","0.20830584","0.205295","0.2887","0.6533","0.5947","49","marin/pin-96ca82a298776567.mp3"
"cedar","pin","pin","","","1.008","0.03122898","0.33150059","0.285962","0.2638","0.7287","0.2793","49","cedar/pin-96ca82a298776567.mp3"
"marin","pin down","pin down","","","1.464","0.05521991","0.28495499","0.46552","0.1453","0.9502","0.5138","","marin/pin-down-c5fa41d8e880a9dd.mp3"
"cedar","pin down","pin down","","","1.704","0.05222665","0.54037786","0.428025","0.1022","1.1125","0.5915","","cedar/pin-down-c5fa41d8e880a9dd.mp3"
"marin","pineapple","pineapple","","","1.2","0.05954848","0.38501018","0.365833","0.095","0.6853","0.5147","38","marin/pineapple-3ff19a957130df29.mp3"
"cedar","pineapple","pineapple","","","1.56","0.04846292","0.70055163","0.226563","0.0986","0.6401","0.9199","38","cedar/pineapple-3ff19a957130df29.mp3"
"marin","pink","pink","","","2.448","0.02114993","0.27208096","0.081657","0.2063","0.59","1.858","51","marin/pink-2747b90acedfbf6e.mp3"
"cedar","pink","pink","","","1.104","0.01923472","0.2388199","0.121358","0.4181","0.6885","0.4155","51","cedar/pink-2747b90acedfbf6e.mp3"
"marin","pipe","pipe","","","1.008","0.04311035","0.42534873","0.190786","0.109","0.4592","0.5488","73","marin/pipe-6b795180fbb3d024.mp3"
"cedar","pipe","pipe","","","0.96","0.03375462","0.52377242","0.201324","0.1486","0.5287","0.4313","73","cedar/pipe-6b795180fbb3d024.mp3"
"marin","pizza","pizza","","","1.056","0.0419112","0.2486085","0.301511","0.3219","0.8213","0.2347","41","marin/pizza-fff8acd78f7528c1.mp3"
"cedar","pizza","pizza","","","1.464","0.03754673","0.36832559","0.212716","0.1031","0.5633","0.9007","41","cedar/pizza-fff8acd78f7528c1.mp3"
"marin","place","place","","","1.152","0.06086366","0.45270067","0.38057","0.0896","0.6902","0.4618","86","marin/place-e58cf1daccb91c3a.mp3"
"cedar","place","place","","","1.704","0.03215199","0.3468985","0.17756","0.7831","1.2695","0.4345","86","cedar/place-e58cf1daccb91c3a.mp3"
"marin","plain","plain","","","1.32","0.04484047","0.32048547","0.282497","0.1131","0.5955","0.7245","51|108","marin/plain-dacf36547c7774a0.mp3"
"cedar","plain","plain","","","1.512","0.04214249","0.4289211","0.28187","0.17","0.7367","0.7753","51|108","cedar/plain-dacf36547c7774a0.mp3"
"marin","plan","plan","","","0.96","0.04504502","0.34420621","0.456207","0.118","0.6736","0.2864","54","marin/plan-1b4025dc7b8d27cf.mp3"
"cedar","plan","plan","","","1.104","0.03693979","0.40308648","0.231073","0.2355","0.639","0.465","54","cedar/plan-1b4025dc7b8d27cf.mp3"
"marin","planet","planet","","","0.912","0.06268381","0.37943101","0.314579","0.0881","0.5629","0.3491","106","marin/planet-0352d53bff31f516.mp3"
"cedar","planet","planet","","","0.864","0.05557042","0.51398253","0.334105","0.0637","0.5349","0.3291","106","cedar/planet-0352d53bff31f516.mp3"
"marin","plant","plant","","","1.056","0.03385566","0.26275814","0.236821","0.2422","0.7419","0.3141","109|113","marin/plant-7e5d2666ea505d36.mp3"
"cedar","plant","plant","","","1.056","0.02467885","0.26102251","0.163806","0.3229","0.7331","0.3229","109|113","cedar/plant-7e5d2666ea505d36.mp3"
"marin","plate","plate","","","1.248","0.03821866","0.33864024","0.175114","0.1724","0.6883","0.5597","46","marin/plate-b31a5def9e2045b3.mp3"
"cedar","plate","plate","","","1.152","0.03532099","0.30811447","0.219383","0.1767","0.6925","0.4595","46","cedar/plate-b31a5def9e2045b3.mp3"
"marin","platform","platform","","","1.248","0.04521527","0.41233522","0.257963","0.0935","0.6779","0.5701","93","marin/platform-5087250a6ab1d339.mp3"
"cedar","platform","platform","","","1.512","0.03256316","0.44851631","0.239611","0.2829","0.9447","0.5673","93","cedar/platform-5087250a6ab1d339.mp3"
"marin","play","play","","","0.768","0.06268296","0.57804382","0.3766","0.1023","0.4897","0.2783","57","marin/play-045e3639f49d5d7a.mp3"
"cedar","play","play","","","1.608","0.03756415","0.50732231","0.157779","0.2147","0.5882","1.0198","57","cedar/play-045e3639f49d5d7a.mp3"
"marin","play badminton","play badminton","","","1.968","0.05572162","0.32117373","0.450965","0.3224","1.6892","0.2788","","marin/play-badminton-7268103e6a3db97a.mp3"
"cedar","play badminton","play badminton","","","2.112","0.04736899","0.52646357","0.350961","0.1984","1.64","0.472","","cedar/play-badminton-7268103e6a3db97a.mp3"
"marin","play basketball","play basketball","","","1.656","0.06875477","0.55779672","0.398312","0.0522","1.0046","0.6514","","marin/play-basketball-10d0b46549555f11.mp3"
"cedar","play basketball","play basketball","","","1.968","0.04844522","0.44135523","0.415989","0.1559","1.3658","0.6022","","cedar/play-basketball-10d0b46549555f11.mp3"
"marin","play cards","play cards","","","2.112","0.05265014","0.22831059","0.33361","0.5693","1.5575","0.5545","","marin/play-cards-23eb4225e7a9d14a.mp3"
"cedar","play cards","play cards","","","2.064","0.05311609","0.47908005","0.29738","0.6293","1.6046","0.4594","","cedar/play-cards-23eb4225e7a9d14a.mp3"
"marin","play on the seesaw","play on the seesaw","","","1.704","0.07507494","0.32851768","0.563784","0.0965","1.4647","0.2392","","marin/play-on-the-seesaw-738186438d1a424a.mp3"
"cedar","play on the seesaw","play on the seesaw","","","1.968","0.0559964","0.46292058","0.537866","0.0731","1.4997","0.4683","","cedar/play-on-the-seesaw-738186438d1a424a.mp3"
"marin","play on the slide","play on the slide","","","1.512","0.07287201","0.36854306","0.563134","0.1017","1.1835","0.3285","","marin/play-on-the-slide-96faa3480912fc73.mp3"
"cedar","play on the slide","play on the slide","","","1.92","0.04816854","0.40518743","0.455675","0.3151","1.5054","0.4146","","cedar/play-on-the-slide-96faa3480912fc73.mp3"
"marin","play on the swing","play on the swing","","","1.92","0.07093301","0.35903352","0.538216","0.1498","1.4996","0.4204","","marin/play-on-the-swing-66fd5436d7d4c4b8.mp3"
"cedar","play on the swing","play on the swing","","","2.064","0.06243647","0.53748482","0.373688","0.0574","1.1432","0.9208","","cedar/play-on-the-swing-66fd5436d7d4c4b8.mp3"
"marin","play sports","play sports","","","3.048","0.04711553","0.46850586","0.221163","0.0573","1.073","1.975","","marin/play-sports-4eafb48fc4ac878d.mp3"
"cedar","play sports","play sports","","","1.848","0.05956632","0.51538408","0.34959","0.128","1.3088","0.5392","","cedar/play-sports-4eafb48fc4ac878d.mp3"
"marin","play the guitar","play the guitar","","","1.416","0.06554774","0.40784711","0.520083","0.0523","1.1944","0.2216","","marin/play-the-guitar-fee886d866590f0a.mp3"
"cedar","play the guitar","play the guitar","","","2.208","0.04973131","0.4096455","0.379086","0.3517","1.8511","0.3569","","cedar/play-the-guitar-fee886d866590f0a.mp3"
"marin","play the piano","play the piano","","","1.56","0.06822197","0.33650395","0.47528","0.0979","1.2628","0.2972","","marin/play-the-piano-c93ac33a0d0c8324.mp3"
"cedar","play the piano","play the piano","","","2.856","0.03424483","0.35969511","0.251386","0.3944","1.69","1.166","","cedar/play-the-piano-c93ac33a0d0c8324.mp3"
"marin","play the violin","play the violin","","","2.064","0.05763447","0.39692894","0.49573","0.1639","1.5901","0.4739","","marin/play-the-violin-5ac3232b2e6fba72.mp3"
"cedar","play the violin","play the violin","","","1.968","0.07304527","0.69582731","0.529673","0.1642","1.6373","0.3307","","cedar/play-the-violin-5ac3232b2e6fba72.mp3"
"marin","player","player","","","0.816","0.04387897","0.27459535","0.318066","0.1399","0.5895","0.2265","4","marin/player-fe68576d2bc20605.mp3"
"cedar","player","player","","","1.752","0.03330652","0.43997258","0.152695","0.1514","0.5711","1.1809","4","cedar/player-fe68576d2bc20605.mp3"
"marin","playground","playground","","","1.512","0.05335554","0.32942596","0.334146","0.5605","1.2053","0.3067","87","marin/playground-9dba7f116b73c5db.mp3"
"cedar","playground","playground","","","1.32","0.05175438","0.48288882","0.30816","0.3021","0.9045","0.4155","87","cedar/playground-9dba7f116b73c5db.mp3"
"marin","pleasant","pleasant","","","1.752","0.03817585","0.31739652","0.195253","0.3215","0.8357","0.9163","15","marin/pleasant-54ae8aa0ad77d315.mp3"
"cedar","pleasant","pleasant","","","1.32","0.03721349","0.44741419","0.247743","0.4652","0.9936","0.3264","15","cedar/pleasant-54ae8aa0ad77d315.mp3"
"marin","please","please","","","1.008","0.06026138","0.29525501","0.46224","0.0888","0.6817","0.3263","65|124","marin/please-d2af944fe8b3af5c.mp3"
"cedar","please","please","","","1.056","0.04005254","0.30403689","0.313861","0.1701","0.6816","0.3744","65|124","cedar/please-d2af944fe8b3af5c.mp3"
"marin","pleased","pleased","","","1.92","0.04070626","0.28312749","0.237033","0.0979","0.7469","1.1731","15","marin/pleased-ad362a0734ae27fe.mp3"
"cedar","pleased","pleased","","","1.56","0.03464307","0.2219238","0.252457","0.509","1.0854","0.4746","15","cedar/pleased-ad362a0734ae27fe.mp3"
"marin","pleasure","pleasure","","","2.568","0.03279141","0.2788578","0.125008","0.729","1.1625","1.4055","15","marin/pleasure-e223c1b83590119f.mp3"
"cedar","pleasure","pleasure","","","1.152","0.0305781","0.35860133","0.201552","0.5525","0.9226","0.2294","15","cedar/pleasure-e223c1b83590119f.mp3"
"marin","plus","plus","","","1.416","0.04256715","0.59390861","0.263992","0.0825","0.6415","0.7745","78","marin/plus-7daffe54cdb8ad79.mp3"
"cedar","plus","plus","","","2.112","0.03151938","0.4872604","0.147313","0.1719","0.6424","1.4696","78","cedar/plus-7daffe54cdb8ad79.mp3"
"marin","pocket","pocket","","","1.056","0.03793537","0.32011619","0.258247","0.1792","0.7248","0.3312","47","marin/pocket-a7e281c62d61a3cf.mp3"
"cedar","pocket","pocket","","","1.056","0.07232582","0.6736992","0.267144","0.0574","0.5462","0.5098","47","cedar/pocket-a7e281c62d61a3cf.mp3"
"marin","poem","poem","","","1.152","0.05530456","0.41795561","0.423882","0.1491","0.7301","0.4219","76","marin/poem-094096e1f6996195.mp3"
"cedar","poem","poem","","","1.464","0.04553611","0.56298429","0.230248","0.179","0.6418","0.8222","76","cedar/poem-094096e1f6996195.mp3"
"marin","point","point","","","1.152","0.03482165","0.27841663","0.145092","0.6305","0.9595","0.1925","99","marin/point-aa0b91ceb0e26ba2.mp3"
"cedar","point","point","","","2.016","0.02634441","0.33368391","0.089606","0.3117","0.6444","1.3716","99","cedar/point-aa0b91ceb0e26ba2.mp3"
"marin","poison","poison","","","1.056","0.06768836","0.40444416","0.478239","0.1581","0.7632","0.2928","63","marin/poison-e1bd750c5735ddf4.mp3"
